104.28.161.40,104.28.161.43,1746706728,1746706731,RU,Russia
104.28.193.155,104.28.193.155,1746715035,1746715035,RU,Russia
104.28.193.156,104.28.193.159,1746715036,1746715039,RU,Russia
104.28.193.160,104.28.193.161,1746715040,1746715041,RU,Russia
104.28.193.162,104.28.193.162,1746715042,1746715042,RU,Russia
104.28.193.174,104.28.193.175,1746715054,1746715055,RU,Russia
104.28.193.176,104.28.193.179,1746715056,1746715059,RU,Russia
104.28.193.180,104.28.193.181,1746715060,1746715061,RU,Russia
104.28.196.104,104.28.196.107,1746715752,1746715755,RU,Russia
104.28.196.108,104.28.196.109,1746715756,1746715757,RU,Russia
104.28.196.110,104.28.196.110,1746715758,1746715758,RU,Russia
104.28.196.218,104.28.196.219,1746715866,1746715867,RU,Russia
104.28.196.220,104.28.196.223,1746715868,1746715871,RU,Russia
104.28.196.224,104.28.196.225,1746715872,1746715873,RU,Russia
104.28.198.242,104.28.198.243,1746716402,1746716403,RU,Russia
104.28.198.244,104.28.198.247,1746716404,1746716407,RU,Russia
104.28.198.248,104.28.198.248,1746716408,1746716408,RU,Russia
104.28.199.44,104.28.199.45,1746716460,1746716461,RU,Russia
104.28.200.198,104.28.200.199,1746716870,1746716871,RU,Russia
104.28.200.200,104.28.200.203,1746716872,1746716875,RU,Russia
104.28.200.204,104.28.200.204,1746716876,1746716876,RU,Russia
104.28.204.92,104.28.204.95,1746717788,1746717791,RU,Russia
104.28.204.96,104.28.204.97,1746717792,1746717793,RU,Russia
104.28.204.98,104.28.204.98,1746717794,1746717794,RU,Russia
104.28.205.56,104.28.205.59,1746718008,1746718011,RU,Russia
104.28.205.60,104.28.205.61,1746718012,1746718013,RU,Russia
104.28.205.62,104.28.205.62,1746718014,1746718014,RU,Russia
104.28.212.73,104.28.212.73,1746719817,1746719817,RU,Russia
104.28.212.74,104.28.212.75,1746719818,1746719819,RU,Russia
104.28.212.76,104.28.212.79,1746719820,1746719823,RU,Russia
104.28.212.80,104.28.212.80,1746719824,1746719824,RU,Russia
104.28.213.228,104.28.213.231,1746720228,1746720231,RU,Russia
104.28.213.232,104.28.213.233,1746720232,1746720233,RU,Russia
104.28.213.234,104.28.213.234,1746720234,1746720234,RU,Russia
104.28.214.123,104.28.214.123,1746720379,1746720379,RU,Russia
104.28.214.124,104.28.214.127,1746720380,1746720383,RU,Russia
104.28.214.128,104.28.214.129,1746720384,1746720385,RU,Russia
104.28.214.228,104.28.214.231,1746720484,1746720487,RU,Russia
104.28.214.232,104.28.214.233,1746720488,1746720489,RU,Russia
104.28.214.234,104.28.214.234,1746720490,1746720490,RU,Russia
104.28.218.55,104.28.218.55,1746721335,1746721335,RU,Russia
104.28.218.56,104.28.218.59,1746721336,1746721339,RU,Russia
104.28.225.155,104.28.225.155,1746723227,1746723227,RU,Russia
104.28.225.156,104.28.225.159,1746723228,1746723231,RU,Russia
104.28.225.160,104.28.225.161,1746723232,1746723233,RU,Russia
104.28.225.162,104.28.225.162,1746723234,1746723234,RU,Russia
104.28.225.174,104.28.225.175,1746723246,1746723247,RU,Russia
104.28.225.176,104.28.225.179,1746723248,1746723251,RU,Russia
104.28.225.180,104.28.225.181,1746723252,1746723253,RU,Russia
104.28.228.104,104.28.228.107,1746723944,1746723947,RU,Russia
104.28.228.108,104.28.228.109,1746723948,1746723949,RU,Russia
104.28.228.110,104.28.228.110,1746723950,1746723950,RU,Russia
104.28.228.218,104.28.228.219,1746724058,1746724059,RU,Russia
104.28.228.220,104.28.228.223,1746724060,1746724063,RU,Russia
104.28.228.224,104.28.228.225,1746724064,1746724065,RU,Russia
104.28.230.242,104.28.230.243,1746724594,1746724595,RU,Russia
104.28.230.244,104.28.230.247,1746724596,1746724599,RU,Russia
104.28.230.248,104.28.230.248,1746724600,1746724600,RU,Russia
104.28.231.44,104.28.231.45,1746724652,1746724653,RU,Russia
104.28.232.198,104.28.232.199,1746725062,1746725063,RU,Russia
104.28.232.200,104.28.232.203,1746725064,1746725067,RU,Russia
104.28.232.204,104.28.232.204,1746725068,1746725068,RU,Russia
104.28.236.92,104.28.236.95,1746725980,1746725983,RU,Russia
104.28.236.96,104.28.236.97,1746725984,1746725985,RU,Russia
104.28.236.98,104.28.236.98,1746725986,1746725986,RU,Russia
104.28.237.56,104.28.237.59,1746726200,1746726203,RU,Russia
104.28.237.60,104.28.237.61,1746726204,1746726205,RU,Russia
104.28.237.62,104.28.237.62,1746726206,1746726206,RU,Russia
104.28.244.73,104.28.244.73,1746728009,1746728009,RU,Russia
104.28.244.74,104.28.244.75,1746728010,1746728011,RU,Russia
104.28.244.76,104.28.244.79,1746728012,1746728015,RU,Russia
104.28.244.80,104.28.244.80,1746728016,1746728016,RU,Russia
104.28.245.228,104.28.245.231,1746728420,1746728423,RU,Russia
104.28.245.232,104.28.245.233,1746728424,1746728425,RU,Russia
104.28.245.234,104.28.245.234,1746728426,1746728426,RU,Russia
104.28.246.123,104.28.246.123,1746728571,1746728571,RU,Russia
104.28.246.124,104.28.246.127,1746728572,1746728575,RU,Russia
104.28.246.128,104.28.246.129,1746728576,1746728577,RU,Russia
104.28.246.228,104.28.246.231,1746728676,1746728679,RU,Russia
104.28.246.232,104.28.246.233,1746728680,1746728681,RU,Russia
104.28.246.234,104.28.246.234,1746728682,1746728682,RU,Russia
104.28.250.55,104.28.250.55,1746729527,1746729527,RU,Russia
104.28.250.56,104.28.250.59,1746729528,1746729531,RU,Russia
104.28.31.37,104.28.31.37,1746673445,1746673445,RU,Russia
104.28.31.38,104.28.31.38,1746673446,1746673446,RU,Russia
104.28.31.41,104.28.31.41,1746673449,1746673449,RU,Russia
104.28.31.42,104.28.31.43,1746673450,1746673451,RU,Russia
104.28.31.44,104.28.31.47,1746673452,1746673455,RU,Russia
104.28.31.48,104.28.31.55,1746673456,1746673463,RU,Russia
104.28.31.56,104.28.31.59,1746673464,1746673467,RU,Russia
104.28.31.60,104.28.31.60,1746673468,1746673468,RU,Russia
104.28.38.95,104.28.38.95,1746675295,1746675295,RU,Russia
104.28.38.96,104.28.38.96,1746675296,1746675296,RU,Russia
104.28.45.48,104.28.45.49,1746677040,1746677041,RU,Russia
104.28.51.169,104.28.51.169,1746678697,1746678697,RU,Russia
104.28.51.170,104.28.51.171,1746678698,1746678699,RU,Russia
104.28.51.172,104.28.51.172,1746678700,1746678700,RU,Russia
104.28.51.175,104.28.51.175,1746678703,1746678703,RU,Russia
104.28.51.176,104.28.51.191,1746678704,1746678719,RU,Russia
104.28.51.192,104.28.51.193,1746678720,1746678721,RU,Russia
104.28.51.194,104.28.51.194,1746678722,1746678722,RU,Russia
104.28.65.41,104.28.65.41,1746682153,1746682153,RU,Russia
104.28.65.42,104.28.65.42,1746682154,1746682154,RU,Russia
104.28.65.45,104.28.65.45,1746682157,1746682157,RU,Russia
104.28.65.46,104.28.65.47,1746682158,1746682159,RU,Russia
104.28.65.48,104.28.65.55,1746682160,1746682167,RU,Russia
104.28.65.56,104.28.65.59,1746682168,1746682171,RU,Russia
104.28.65.60,104.28.65.61,1746682172,1746682173,RU,Russia
104.28.65.62,104.28.65.62,1746682174,1746682174,RU,Russia
104.28.68.124,104.28.68.125,1746683004,1746683005,RU,Russia
104.28.68.128,104.28.68.131,1746683008,1746683011,RU,Russia
104.28.68.132,104.28.68.133,1746683012,1746683013,RU,Russia
104.28.71.124,104.28.71.125,1746683772,1746683773,RU,Russia
104.28.71.128,104.28.71.131,1746683776,1746683779,RU,Russia
104.28.71.132,104.28.71.133,1746683780,1746683781,RU,Russia
104.28.72.28,104.28.72.29,1746683932,1746683933,RU,Russia
104.28.83.44,104.28.83.44,1746686764,1746686764,RU,Russia
104.28.84.106,104.28.84.107,1746687082,1746687083,RU,Russia
104.28.84.110,104.28.84.111,1746687086,1746687087,RU,Russia
104.28.84.112,104.28.84.115,1746687088,1746687091,RU,Russia
104.28.99.73,104.28.99.73,1746690889,1746690889,RU,Russia
104.37.3.0,104.37.3.255,1747256064,1747256319,RU,Russia
107.150.93.0,107.150.93.255,1805016320,1805016575,RU,Russia
107.155.10.0,107.155.10.255,1805322752,1805323007,RU,Russia
107.155.51.0,107.155.51.255,1805333248,1805333503,RU,Russia
107.155.52.0,107.155.53.255,1805333504,1805334015,RU,Russia
108.181.60.0,108.181.60.255,1823816704,1823816959,RU,Russia
109.105.160.0,109.105.191.255,1835638784,1835646975,RU,Russia
109.105.64.0,109.105.95.255,1835614208,1835622399,RU,Russia
109.106.128.0,109.106.159.255,1835696128,1835704319,RU,Russia
109.106.192.0,109.106.223.255,1835712512,1835720703,RU,Russia
109.106.20.0,109.106.23.255,1835668480,1835669503,RU,Russia
109.107.160.0,109.107.163.255,1835769856,1835770879,RU,Russia
109.107.168.0,109.107.169.255,1835771904,1835772415,RU,Russia
109.107.180.0,109.107.180.255,1835774976,1835775231,RU,Russia
109.107.183.0,109.107.183.255,1835775744,1835775999,RU,Russia
109.107.188.0,109.107.189.255,1835777024,1835777535,RU,Russia
109.107.191.0,109.107.191.255,1835777792,1835778047,RU,Russia
109.108.32.0,109.108.63.255,1835802624,1835810815,RU,Russia
109.109.208.0,109.109.223.255,1835913216,1835917311,RU,Russia
109.110.32.0,109.110.63.255,1835933696,1835941887,RU,Russia
109.110.82.217,109.110.82.217,1835946713,1835946713,RU,Russia
109.111.0.0,109.111.31.255,1835991040,1835999231,RU,Russia
109.111.128.0,109.111.191.255,1836023808,1836040191,RU,Russia
109.111.64.0,109.111.95.255,1836007424,1836015615,RU,Russia
109.120.0.0,109.120.63.255,1836580864,1836597247,RU,Russia
109.120.141.20,109.120.141.20,1836616980,1836616980,RU,Russia
109.120.152.198,109.120.152.198,1836619974,1836619974,RU,Russia
109.120.159.0,109.120.159.255,1836621568,1836621823,RU,Russia
109.120.160.0,109.120.175.255,1836621824,1836625919,RU,Russia
109.120.180.0,109.120.183.255,1836626944,1836627967,RU,Russia
109.120.188.0,109.120.191.255,1836628992,1836630015,RU,Russia
109.123.102.140,109.123.102.140,1836803724,1836803724,RU,Russia
109.123.128.0,109.123.191.255,1836810240,1836826623,RU,Russia
109.124.0.0,109.124.127.255,1836843008,1836875775,RU,Russia
109.124.192.0,109.124.255.255,1836892160,1836908543,RU,Russia
109.126.0.0,109.126.63.255,1836974080,1836990463,RU,Russia
109.126.192.0,109.126.255.255,1837023232,1837039615,RU,Russia
109.127.128.0,109.127.191.255,1837072384,1837088767,RU,Russia
109.161.0.0,109.161.127.255,1839267840,1839300607,RU,Russia
109.163.216.0,109.163.223.255,1839454208,1839456255,RU,Russia
109.163.240.0,109.163.247.255,1839460352,1839462399,RU,Russia
109.165.0.0,109.165.127.255,1839529984,1839562751,RU,Russia
109.167.128.0,109.167.255.255,1839693824,1839726591,RU,Russia
109.168.128.0,109.168.255.255,1839759360,1839792127,RU,Russia
109.169.128.0,109.169.255.255,1839824896,1839857663,RU,Russia
109.170.0.0,109.170.127.255,1839857664,1839890431,RU,Russia
109.171.0.0,109.171.127.255,1839923200,1839955967,RU,Russia
109.172.0.0,109.172.7.255,1839988736,1839990783,RU,Russia
109.172.10.0,109.172.11.255,1839991296,1839991807,RU,Russia
109.172.102.0,109.172.103.255,1840014848,1840015359,RU,Russia
109.172.104.0,109.172.111.255,1840015360,1840017407,RU,Russia
109.172.112.0,109.172.115.255,1840017408,1840018431,RU,Russia
109.172.118.0,109.172.119.255,1840018944,1840019455,RU,Russia
109.172.12.0,109.172.15.255,1839991808,1839992831,RU,Russia
109.172.24.0,109.172.27.255,1839994880,1839995903,RU,Russia
109.172.28.0,109.172.29.255,1839995904,1839996415,RU,Russia
109.172.32.0,109.172.35.255,1839996928,1839997951,RU,Russia
109.172.40.0,109.172.47.255,1839998976,1840001023,RU,Russia
109.172.48.0,109.172.51.255,1840001024,1840002047,RU,Russia
109.172.52.0,109.172.53.255,1840002048,1840002559,RU,Russia
109.172.56.0,109.172.63.255,1840003072,1840005119,RU,Russia
109.172.64.0,109.172.71.255,1840005120,1840007167,RU,Russia
109.172.72.0,109.172.75.255,1840007168,1840008191,RU,Russia
109.172.76.0,109.172.77.255,1840008192,1840008703,RU,Russia
109.172.82.0,109.172.83.255,1840009728,1840010239,RU,Russia
109.172.86.0,109.172.87.255,1840010752,1840011263,RU,Russia
109.172.88.0,109.172.89.255,1840011264,1840011775,RU,Russia
109.172.90.0,109.172.90.255,1840011776,1840012031,RU,Russia
109.172.92.0,109.172.95.255,1840012288,1840013311,RU,Russia
109.173.0.0,109.173.127.255,1840054272,1840087039,RU,Russia
109.174.0.0,109.174.127.255,1840119808,1840152575,RU,Russia
109.184.0.0,109.184.255.255,1840775168,1840840703,RU,Russia
109.187.0.0,109.187.255.255,1840971776,1841037311,RU,Russia
109.188.0.0,109.188.255.255,1841037312,1841102847,RU,Russia
109.191.0.0,109.191.255.255,1841233920,1841299455,RU,Russia
109.194.0.0,109.194.31.255,1841430528,1841438719,RU,Russia
109.194.128.0,109.194.255.255,1841463296,1841496063,RU,Russia
109.194.32.0,109.194.39.255,1841438720,1841440767,RU,Russia
109.194.40.0,109.194.41.255,1841440768,1841441279,RU,Russia
109.194.42.0,109.194.42.127,1841441280,1841441407,RU,Russia
109.194.42.128,109.194.42.131,1841441408,1841441411,RU,Russia
109.194.42.132,109.194.42.133,1841441412,1841441413,RU,Russia
109.194.42.134,109.194.42.134,1841441414,1841441414,RU,Russia
109.194.42.136,109.194.42.143,1841441416,1841441423,RU,Russia
109.194.42.144,109.194.42.159,1841441424,1841441439,RU,Russia
109.194.42.160,109.194.42.191,1841441440,1841441471,RU,Russia
109.194.42.192,109.194.42.255,1841441472,1841441535,RU,Russia
109.194.43.0,109.194.43.255,1841441536,1841441791,RU,Russia
109.194.44.0,109.194.47.255,1841441792,1841442815,RU,Russia
109.194.48.0,109.194.63.255,1841442816,1841446911,RU,Russia
109.194.64.0,109.194.127.255,1841446912,1841463295,RU,Russia
109.195.0.0,109.195.255.255,1841496064,1841561599,RU,Russia
109.196.128.0,109.196.143.255,1841594368,1841598463,RU,Russia
109.196.16.0,109.196.31.255,1841565696,1841569791,RU,Russia
109.196.164.0,109.196.165.255,1841603584,1841604095,RU,Russia
109.196.172.0,109.196.173.255,1841605632,1841606143,RU,Russia
109.196.174.0,109.196.174.255,1841606144,1841606399,RU,Russia
109.196.192.0,109.196.223.255,1841610752,1841618943,RU,Russia
109.196.64.0,109.196.79.255,1841577984,1841582079,RU,Russia
109.196.96.0,109.196.103.255,1841586176,1841588223,RU,Russia
109.197.112.0,109.197.127.255,1841655808,1841659903,RU,Russia
109.197.128.0,109.197.159.255,1841659904,1841668095,RU,Russia
109.197.16.0,109.197.31.255,1841631232,1841635327,RU,Russia
109.197.162.0,109.197.163.255,1841668608,1841669119,RU,Russia
109.197.192.0,109.197.207.255,1841676288,1841680383,RU,Russia
109.197.224.0,109.197.231.255,1841684480,1841686527,RU,Russia
109.197.248.0,109.197.255.255,1841690624,1841692671,RU,Russia
109.197.48.0,109.197.55.255,1841639424,1841641471,RU,Russia
109.197.72.0,109.197.79.255,1841645568,1841647615,RU,Russia
109.197.8.0,109.197.15.255,1841629184,1841631231,RU,Russia
109.197.88.0,109.197.95.255,1841649664,1841651711,RU,Russia
109.198.160.0,109.198.191.255,1841733632,1841741823,RU,Russia
109.198.192.0,109.198.255.255,1841741824,1841758207,RU,Russia
109.198.64.0,109.198.127.255,1841709056,1841725439,RU,Russia
109.200.96.0,109.200.127.255,1841848320,1841856511,RU,Russia
109.201.192.0,109.201.223.255,1841938432,1841946623,RU,Russia
109.201.64.0,109.201.127.255,1841905664,1841922047,RU,Russia
109.202.0.0,109.202.63.255,1841954816,1841971199,RU,Russia
109.202.160.0,109.202.191.255,1841995776,1842003967,RU,Russia
109.203.192.0,109.203.223.255,1842069504,1842077695,RU,Russia
109.205.144.0,109.205.151.255,1842188288,1842190335,RU,Russia
109.205.212.0,109.205.212.255,1842205696,1842205951,RU,Russia
109.205.242.0,109.205.242.255,1842213376,1842213631,RU,Russia
109.205.248.0,109.205.255.255,1842214912,1842216959,RU,Russia
109.205.56.0,109.205.56.255,1842165760,1842166015,RU,Russia
109.205.57.0,109.205.57.255,1842166016,1842166271,RU,Russia
109.205.80.0,109.205.87.255,1842171904,1842173951,RU,Russia
109.206.128.0,109.206.159.255,1842249728,1842257919,RU,Russia
109.207.0.0,109.207.15.255,1842282496,1842286591,RU,Russia
109.207.160.0,109.207.167.255,1842323456,1842325503,RU,Russia
109.207.176.0,109.207.191.255,1842327552,1842331647,RU,Russia
109.207.224.0,109.207.239.255,1842339840,1842343935,RU,Russia
109.207.80.0,109.207.95.255,1842302976,1842307071,RU,Russia
109.225.0.0,109.225.63.255,1843462144,1843478527,RU,Russia
109.225.192.0,109.225.255.255,1843511296,1843527679,RU,Russia
109.226.192.0,109.226.255.255,1843576832,1843593215,RU,Russia
109.226.64.0,109.226.127.255,1843544064,1843560447,RU,Russia
109.227.192.0,109.227.255.255,1843642368,1843658751,RU,Russia
109.229.128.0,109.229.159.255,1843757056,1843765247,RU,Russia
109.229.224.0,109.229.255.255,1843781632,1843789823,RU,Russia
109.229.32.0,109.229.63.255,1843732480,1843740671,RU,Russia
109.229.64.0,109.229.127.255,1843740672,1843757055,RU,Russia
109.230.128.0,109.230.191.255,1843822592,1843838975,RU,Russia
109.232.104.0,109.232.111.255,1843947520,1843949567,RU,Russia
109.232.184.0,109.232.191.255,1843968000,1843970047,RU,Russia
109.232.248.0,109.232.255.255,1843984384,1843986431,RU,Russia
109.233.168.0,109.233.175.255,1844029440,1844031487,RU,Russia
109.233.200.0,109.233.203.255,1844037632,1844038655,RU,Russia
109.233.205.0,109.233.205.255,1844038912,1844039167,RU,Russia
109.233.207.0,109.233.207.255,1844039424,1844039679,RU,Russia
109.233.208.0,109.233.215.255,1844039680,1844041727,RU,Russia
109.233.224.0,109.233.239.255,1844043776,1844047871,RU,Russia
109.233.240.0,109.233.247.255,1844047872,1844049919,RU,Russia
109.233.59.0,109.233.59.255,1844001536,1844001791,RU,Russia
109.234.128.0,109.234.135.255,1844084736,1844086783,RU,Russia
109.234.152.0,109.234.159.255,1844090880,1844092927,RU,Russia
109.234.24.0,109.234.31.255,1844058112,1844060159,RU,Russia
109.234.8.0,109.234.15.255,1844054016,1844056063,RU,Russia
109.235.160.0,109.235.167.255,1844158464,1844160511,RU,Russia
109.235.184.0,109.235.191.255,1844164608,1844166655,RU,Russia
109.235.208.0,109.235.223.255,1844170752,1844174847,RU,Russia
109.235.24.0,109.235.31.255,1844123648,1844125695,RU,Russia
109.235.88.0,109.235.95.255,1844140032,1844142079,RU,Russia
109.236.208.0,109.236.223.255,1844236288,1844240383,RU,Russia
109.236.224.0,109.236.255.255,1844240384,1844248575,RU,Russia
109.236.56.0,109.236.59.255,1844197376,1844198399,RU,Russia
109.236.64.0,109.236.79.255,1844199424,1844203519,RU,Russia
109.236.96.0,109.236.111.255,1844207616,1844211711,RU,Russia
109.237.0.0,109.237.15.255,1844248576,1844252671,RU,Russia
109.237.144.0,109.237.159.255,1844285440,1844289535,RU,Russia
109.237.224.0,109.237.239.255,1844305920,1844310015,RU,Russia
109.237.96.0,109.237.111.255,1844273152,1844277247,RU,Russia
109.238.240.0,109.238.255.255,1844375552,1844379647,RU,Russia
109.238.80.0,109.238.87.255,1844334592,1844336639,RU,Russia
109.238.88.0,109.238.89.255,1844336640,1844337151,RU,Russia
109.238.90.0,109.238.90.255,1844337152,1844337407,RU,Russia
109.238.92.0,109.238.95.255,1844337664,1844338687,RU,Russia
109.238.96.0,109.238.111.255,1844338688,1844342783,RU,Russia
109.239.128.0,109.239.131.255,1844412416,1844413439,RU,Russia
109.239.133.0,109.239.133.255,1844413696,1844413951,RU,Russia
109.239.134.0,109.239.134.255,1844413952,1844414207,RU,Russia
109.239.136.0,109.239.143.255,1844414464,1844416511,RU,Russia
109.239.208.0,109.239.223.255,1844432896,1844436991,RU,Russia
109.248.0.1,109.248.0.1,1844969473,1844969473,RU,Russia
109.248.0.25,109.248.0.25,1844969497,1844969497,RU,Russia
109.248.1.168,109.248.1.168,1844969896,1844969896,RU,Russia
109.248.10.0,109.248.11.255,1844972032,1844972543,RU,Russia
109.248.12.0,109.248.15.255,1844972544,1844973567,RU,Russia
109.248.128.0,109.248.129.255,1845002240,1845002751,RU,Russia
109.248.130.0,109.248.130.255,1845002752,1845003007,RU,Russia
109.248.132.0,109.248.135.255,1845003264,1845004287,RU,Russia
109.248.136.0,109.248.143.255,1845004288,1845006335,RU,Russia
109.248.160.0,109.248.167.255,1845010432,1845012479,RU,Russia
109.248.168.0,109.248.169.255,1845012480,1845012991,RU,Russia
109.248.171.0,109.248.171.255,1845013248,1845013503,RU,Russia
109.248.172.0,109.248.175.255,1845013504,1845014527,RU,Russia
109.248.176.0,109.248.191.255,1845014528,1845018623,RU,Russia
109.248.192.0,109.248.195.255,1845018624,1845019647,RU,Russia
109.248.196.0,109.248.197.255,1845019648,1845020159,RU,Russia
109.248.2.0,109.248.3.255,1844969984,1844970495,RU,Russia
109.248.200.0,109.248.207.255,1845020672,1845022719,RU,Russia
109.248.212.0,109.248.212.255,1845023744,1845023999,RU,Russia
109.248.216.0,109.248.217.255,1845024768,1845025279,RU,Russia
109.248.218.0,109.248.218.255,1845025280,1845025535,RU,Russia
109.248.222.0,109.248.223.255,1845026304,1845026815,RU,Russia
109.248.224.0,109.248.227.255,1845026816,1845027839,RU,Russia
109.248.228.0,109.248.229.255,1845027840,1845028351,RU,Russia
109.248.230.0,109.248.230.255,1845028352,1845028607,RU,Russia
109.248.234.0,109.248.235.255,1845029376,1845029887,RU,Russia
109.248.237.0,109.248.237.255,1845030144,1845030399,RU,Russia
109.248.238.0,109.248.239.255,1845030400,1845030911,RU,Russia
109.248.240.0,109.248.243.255,1845030912,1845031935,RU,Russia
109.248.245.0,109.248.245.255,1845032192,1845032447,RU,Russia
109.248.246.0,109.248.247.255,1845032448,1845032959,RU,Russia
109.248.248.0,109.248.249.255,1845032960,1845033471,RU,Russia
109.248.250.0,109.248.250.255,1845033472,1845033727,RU,Russia
109.248.252.0,109.248.253.255,1845033984,1845034495,RU,Russia
109.248.255.0,109.248.255.255,1845034752,1845035007,RU,Russia
109.248.33.0,109.248.33.255,1844977920,1844978175,RU,Russia
109.248.34.0,109.248.35.255,1844978176,1844978687,RU,Russia
109.248.36.0,109.248.39.255,1844978688,1844979711,RU,Russia
109.248.4.0,109.248.7.255,1844970496,1844971519,RU,Russia
109.248.40.0,109.248.41.255,1844979712,1844980223,RU,Russia
109.248.44.0,109.248.47.255,1844980736,1844981759,RU,Russia
109.248.48.0,109.248.49.255,1844981760,1844982271,RU,Russia
109.248.51.0,109.248.51.255,1844982528,1844982783,RU,Russia
109.248.52.0,109.248.55.255,1844982784,1844983807,RU,Russia
109.248.57.0,109.248.57.255,1844984064,1844984319,RU,Russia
109.248.58.0,109.248.59.255,1844984320,1844984831,RU,Russia
109.248.60.0,109.248.63.255,1844984832,1844985855,RU,Russia
109.248.64.0,109.248.127.255,1844985856,1845002239,RU,Russia
109.252.0.0,109.252.255.255,1845231616,1845297151,RU,Russia
109.60.128.0,109.60.255.255,1832681472,1832714239,RU,Russia
109.61.128.0,109.61.255.255,1832747008,1832779775,RU,Russia
109.62.128.0,109.62.255.255,1832812544,1832845311,RU,Russia
109.63.128.0,109.63.255.255,1832878080,1832910847,RU,Russia
109.68.112.0,109.68.119.255,1833201664,1833203711,RU,Russia
109.68.136.0,109.68.143.255,1833207808,1833209855,RU,Russia
109.68.16.0,109.68.23.255,1833177088,1833179135,RU,Russia
